48139	Psammomys obesus	Mammalia
482537	Galeopterus variegatus	Mammalia
48560	Capreolus pygargus	Mammalia
48708	Mesoplodon densirostris	Mammalia
48723	Pontoporia blainvillei	Mammalia
48744	Hyperoodon ampullatus	Mammalia
48745	Mesoplodon bidens	Mammalia
48850	Tamandua tetradactyla	Mammalia
491861	Grammomys surdaster	Mammalia
494514	Vulpes lagopus	Mammalia
50954	Talpa occidentalis	Mammalia
51014	Artibeus intermedius	Mammalia
51298	Myotis myotis	Mammalia
51337	Jaculus jaculus	Mammalia
51338	Castor canadensis	Mammalia
52113	Mesoplodon mirus	Mammalia
53275	Rhizomys pruinosus	Mammalia
537920	Clethrionomys rutilus	Mammalia
54180	Trachypithecus francoisi	Mammalia
55149	Sciurus vulgaris	Mammalia
56216	Neotoma lepida	Mammalia
56236	Scotinomys teguina	Mammalia
564181	Peromyscus californicus insignis	Mammalia
568996	Oryctolagus cuniculus cuniculus	Mammalia
57486	Mus musculus molossinus	Mammalia
575201	Hippopotamus amphibius kiboko	Mammalia
58069	Hipposideros galeritus	Mammalia
591936	Piliocolobus tephrosceles	Mammalia
59463	Myotis lucifugus	Mammalia
59465	Nyctalus leisleri	Mammalia
59472	Pipistrellus kuhlii	Mammalia
59473	Pipistrellus nathusii	Mammalia
59474	Pipistrellus pipistrellus	Mammalia
59477	Rhinolophus affinis	Mammalia
59479	Rhinolophus ferrumequinum	Mammalia
59482	Saccopteryx bilineata	Mammalia
59534	Oryx dammah	Mammalia
60711	Chlorocebus sabaeus	Mammalia
60744	Acomys dimidiatus	Mammalia
60746	Acomys russatus	Mammalia
61156	Arvicanthis niloticus	Mammalia
61383	Lynx canadensis	Mammalia
61384	Lynx rufus	Mammalia
61388	Prionailurus viverrinus	Mammalia
61452	Neofelis nebulosa	Mammalia
61621	Rhinopithecus bieti	Mammalia
61622	Rhinopithecus roxellana	Mammalia
61853	Nomascus leucogenys	Mammalia
61862	Plecotus auritus	Mammalia
62283	Sorex fumeus	Mammalia
62621	Lepus timidus	Mammalia
64680	Tamias sibiricus	Mammalia
68408	Moschus berezovskii	Mammalia
68724	Canis aureus	Mammalia
72004	Bos mutus	Mammalia
72542	Capra ibex	Mammalia
73337	Ceratotherium simum simum	Mammalia
74533	Panthera tigris altaica	Mammalia
74864	Martes flavigula	Mammalia
76717	Lontra canadensis	Mammalia
76772	Callospermophilus lateralis	Mammalia
77151	Mustela nigripes	Mammalia
77218	Rhinolophus hipposideros	Mammalia
77598	Heterohyrax brucei	Mammalia
77932	Diceros bicornis minor	Mammalia
79684	Microtus ochrogaster	Mammalia
79784	Tursiops aduncus	Mammalia
79949	Lemmus lemmus	Mammalia
81572	Hylobates moloch	Mammalia
82174	Pseudorca crassidens	Mammalia
83527	Acomys percivali	Mammalia
83528	Acomys minous	Mammalia
83653	Grampus griseus	Mammalia
83762	Acomys kempi	Mammalia
84702	Cervus hanglu yarkandensis	Mammalia
859984	Eulemur rufifrons	Mammalia
88029	Semnopithecus entellus	Mammalia
885580	Fukomys damarensis	Mammalia
89248	Equus quagga	Mammalia
89399	Rhinolophus sinicus	Mammalia
89462	Bubalus bubalis	Mammalia
89673	Phyllostomus discolor	Mammalia
9258	Ornithorhynchus anatinus	Mammalia
9261	Tachyglossus aculeatus	Mammalia
92651	Macrotis lagotis	Mammalia
9281	Dasyurus maculatus	Mammalia
9301	Sminthopsis crassicaudata	Mammalia
9305	Sarcophilus harrisii	Mammalia
9315	Notamacropus eugenii	Mammalia
93162	Marmota flaviventris	Mammalia
93163	Marmota himalayana	Mammalia
9337	Trichosurus vulpecula	Mammalia
9361	Dasypus novemcinctus	Mammalia
9365	Erinaceus europaeus	Mammalia
9371	Echinops telfairi	Mammalia
9375	Talpa europaea	Mammalia
9402	Pteropus alecto	Mammalia
9407	Rousettus aegyptiacus	Mammalia
9414	Megaderma spasma	Mammalia
9417	Artibeus jamaicensis	Mammalia
9423	Phyllostomus hastatus	Mammalia
94247	Dipodomys merriami	Mammalia
9430	Desmodus rotundus	Mammalia
9433	Miniopterus schreibersii	Mammalia
9438	Tadarida brasiliensis	Mammalia
9440	Antrozous pallidus	Mammalia
94439	Tenrec ecaudatus	Mammalia
9447	Lemur catta	Mammalia
9460	Cheirogaleus medius	Mammalia
9470	Nycticebus coucang	Mammalia
9483	Callithrix jacchus	Mammalia
9490	Saguinus oedipus	Mammalia
9509	Ateles geoffroyi	Mammalia
9515	Sapajus apella	Mammalia
9531	Cercocebus atys	Mammalia
9541	Macaca fascicularis	Mammalia
9544	Macaca mulatta	Mammalia
9545	Macaca nemestrina	Mammalia
9555	Papio anubis	Mammalia
9565	Theropithecus gelada	Mammalia
9568	Mandrillus leucophaeus	Mammalia
9589	Hylobates pileatus	Mammalia
9590	Symphalangus syndactylus	Mammalia
95912	Hyaena hyaena	Mammalia
9595	Gorilla gorilla gorilla	Mammalia
9597	Pan paniscus	Mammalia
9598	Pan troglodytes	Mammalia
9600	Pongo pygmaeus	Mammalia
9601	Pongo abelii	Mammalia
9606	Homo sapiens	Mammalia
9612	Canis lupus	Mammalia
9615	Canis lupus familiaris	Mammalia
9622	Lycaon pictus	Mammalia
9627	Vulpes vulpes	Mammalia
9629	Vulpes corsac	Mammalia
9638	Tremarctos ornatus	Mammalia
9643	Ursus americanus	Mammalia
9644	Ursus arctos	Mammalia
9646	Ailuropoda melanoleuca	Mammalia
9657	Lutra lutra	Mammalia
9659	Martes foina	Mammalia
9662	Meles meles	Mammalia
9666	Mustela lutreola	Mammalia
9668	Mustela putorius	Mammalia
9669	Mustela putorius furo	Mammalia
9678	Crocuta crocuta	Mammalia
9685	Felis catus	Mammalia
9689	Panthera leo	Mammalia
9690	Panthera onca	Mammalia
9691	Panthera pardus	Mammalia
9694	Panthera tigris	Mammalia
9696	Puma concolor	Mammalia
9704	Zalophus californianus	Mammalia
9708	Odobenus rosmarus divergens	Mammalia
9711	Halichoerus grypus	Mammalia
9713	Leptonychotes weddellii	Mammalia
9715	Mirounga leonina	Mammalia
9716	Mirounga angustirostris	Mammalia
9720	Phoca vitulina	Mammalia
9725	Inia geoffrensis	Mammalia
9728	Delphinus delphis	Mammalia
9731	Globicephala melas	Mammalia
9733	Orcinus orca	Mammalia
9737	Stenella coeruleoalba	Mammalia
9739	Tursiops truncatus	Mammalia
9742	Phocoena phocoena	Mammalia
9749	Delphinapterus leucas	Mammalia
9755	Physeter macrocephalus	Mammalia
9764	Eschrichtius robustus	Mammalia
9767	Balaenoptera acutorostrata	Mammalia
9768	Balaenoptera borealis	Mammalia
9770	Balaenoptera physalus	Mammalia
9771	Balaenoptera musculus	Mammalia
9773	Megaptera novaeangliae	Mammalia
9777	Trichechus inunguis	Mammalia
9785	Loxodonta africana	Mammalia
9793	Equus asinus	Mammalia
9796	Equus caballus	Mammalia
9798	Equus przewalskii	Mammalia
9802	Tapirus indicus	Mammalia
9823	Sus scrofa	Mammalia
9825	Sus scrofa domesticus	Mammalia
9833	Hippopotamus amphibius	Mammalia
9837	Camelus bactrianus	Mammalia
9838	Camelus dromedarius	Mammalia
9858	Capreolus capreolus	Mammalia
9860	Cervus elaphus	Mammalia
9874	Odocoileus virginianus	Mammalia
9877	Odocoileus hemionus hemionus	Mammalia
9880	Odocoileus virginianus texanus	Mammalia
9886	Muntiacus reevesi	Mammalia
9888	Muntiacus muntjak	Mammalia
9891	Antilocapra americana	Mammalia
98922	Myotis daubentonii	Mammalia
9906	Bos javanicus	Mammalia
9913	Bos taurus	Mammalia
9915	Bos indicus	Mammalia
9925	Capra hircus	Mammalia
9940	Ovis aries	Mammalia
9946	Tragelaphus strepsiceros	Mammalia
99487	Elephas maximus indicus	Mammalia
9970	Syncerus caffer	Mammalia
9974	Manis javanica	Mammalia
9978	Ochotona princeps	Mammalia
9983	Lepus europaeus	Mammalia
9986	Oryctolagus cuniculus	Mammalia
9988	Sylvilagus floridanus	Mammalia
9994	Marmota marmota marmota	Mammalia
9995	Marmota monax	Mammalia
9997	Spermophilus citellus	Mammalia
9999	Urocitellus parryii	Mammalia
